sample,time(ns)
0,296154
1,295964
2,295934
3,295835
4,294505
5,294425
6,296225
7,294395
8,293965
9,292765
10,294325
11,294415
12,294375
13,294425
14,294355
15,294335
16,294435
17,294355
18,295955
19,294334
20,294355
21,294394
22,294304
23,294315
24,294325
25,294355
26,295635
27,295925
28,296055
29,296014
