sample,time(ns)
0,870
1,580
2,410
3,370
4,380
5,390
6,400
7,380
8,370
9,430
10,390
11,410
12,380
13,400
14,460
15,400
16,440
17,480
18,380
19,420
20,410
21,370
22,420
23,380
24,430
25,370
26,380
27,370
28,390
29,350
