sample,time(ns)
0,22284061
1,22055289
2,22615636
3,22477714
4,22502004
5,22469364
6,22654997
7,22430633
8,22569055
9,22600546
10,22414034
11,22568885
12,22720307
13,22003897
14,21921676
15,22487294
16,22430873
17,22453704
18,22333902
19,22257381
20,22678166
21,22275441
22,22445093
23,22493245
24,22619556
25,22450143
26,22149020
27,22561316
28,22451774
29,22556815
