sample,time(ns)
0,2670
1,1730
2,1400
3,1420
4,1360
5,1090
6,5650
7,3040
8,2530
9,2200
10,2020
11,2170
12,1860
13,2030
14,1900
15,1460
16,1480
17,1491
18,1180
19,1320
20,1100
21,1570
22,1190
23,1190
24,1450
25,1350
26,1350
27,1400
28,1290
29,1490
