sample,time(ns)
0,2972170
1,2949909
2,2948890
3,2950870
4,2947579
5,2948050
6,2966750
7,2975158
8,2940919
9,5147478
10,2968680
11,3008701
12,2949000
13,2971950
14,2945510
15,2947909
16,2944500
17,2950160
18,2958240
19,2970139
20,2952980
21,2955720
22,4695552
23,2970860
24,3636219
25,2965150
26,2949230
27,2949850
28,2945249
29,2954680
