sample,time(ns)
0,5506738
1,7641695
2,7563834
3,7543244
4,7495043
5,7569364
6,5837053
7,6159797
8,6262458
9,6163397
10,6277829
11,6220027
12,5858383
13,6236347
14,6192886
15,6240517
16,6205657
17,6208957
18,17241213
19,6121846
20,6318229
21,18937355
22,6341069
23,6278108
24,9883294
25,6127666
26,6088995
27,5903492
28,6198607
29,6163266
