sample,time(ns)
0,76671
1,76611
2,77041
3,78911
4,78771
5,77071
6,77201
7,78512
8,77431
9,87961
10,76571
11,77121
12,79851
13,77261
14,76232
15,75091
16,76311
17,80842
18,74711
19,75671
20,76801
21,75831
22,75791
23,76941
24,77222
25,78161
26,77511
27,77041
28,78061
29,77231
