sample,time(ns)
0,6653752
1,6657903
2,6769854
3,6663882
4,6624723
5,6644363
6,6597772
7,6872125
8,6396829
9,6693493
10,6408040
11,6718193
12,6791145
13,6514651
14,6344468
15,6040995
16,6468540
17,6547401
18,6334449
19,6159887
20,12261472
21,6715084
22,6687063
23,6584002
24,6584461
25,6757423
26,6618572
27,6726093
28,6575472
29,6750744
