sample,time(ns)
0,770
1,620
2,710
3,630
4,540
5,610
6,520
7,570
8,600
9,680
10,700
11,610
12,540
13,500
14,630
15,640
16,560
17,660
18,600
19,510
20,570
21,650
22,680
23,470
24,630
25,660
26,660
27,550
28,620
29,610
