sample,time(ns)
0,412666
1,414336
2,411276
3,411666
4,416997
5,408186
6,411666
7,411866
8,410916
9,408776
10,409566
11,411676
12,414036
13,411936
14,414086
15,413286
16,408236
17,409926
18,408706
19,410836
20,415036
21,413426
22,412977
23,408666
24,407366
25,402626
26,403065
27,405996
28,404306
29,406096
