sample,time(ns)
0,407966
1,396695
2,398666
3,300674
4,293744
5,293103
6,294824
7,294244
8,293114
9,292474
10,297474
11,294014
12,289253
13,290404
14,290493
15,289164
16,290104
17,292374
18,293584
19,293334
20,291454
21,310265
22,293624
23,293334
24,293143
25,294354
26,294404
27,290764
28,290904
29,291584
