sample,time(ns)
0,372095
1,369475
2,372065
3,379655
4,375815
5,369865
6,377235
7,374295
8,375685
9,371735
10,373535
11,376405
12,372115
13,375125
14,372645
15,369755
16,374956
17,376605
18,374345
19,372725
20,376555
21,372855
22,371035
23,375805
24,372995
25,376695
26,375285
27,371675
28,372316
29,373565
