sample,time(ns)
0,1270206
1,1084864
2,1091534
3,1062563
4,2706194
5,1194395
6,1412437
7,1631630
8,1267066
9,1228855
10,1203515
11,1179865
12,1193975
13,1183194
14,1216925
15,1176715
16,1193465
17,1154844
18,1236115
19,1136424
20,1411168
21,1137624
22,1184865
23,1178045
24,1195945
25,1212874
26,1115474
27,1139894
28,1168955
29,1314946
