sample,time(ns)
0,149762
1,148222
2,148352
3,148212
4,148572
5,148312
6,148192
7,151602
8,148442
9,149062
10,148232
11,148332
12,149382
13,148972
14,148932
15,149202
16,149352
17,149322
18,149582
19,149152
20,148952
21,148182
22,148822
23,148982
24,149142
25,148993
26,149382
27,157632
28,149032
29,149272
