sample,time(ns)
0,26720742
1,24958729
2,25892961
3,27277540
4,26420039
5,25511438
6,26248727
7,27541082
8,25800811
9,27767115
10,25775860
11,26699913
12,25809451
13,25903802
14,27348460
15,25864822
16,26009864
17,25609089
18,25422936
19,27538493
20,25702069
21,28130300
22,26596190
23,27002127
24,27667924
25,28958280
26,29069642
27,28475385
28,25669470
29,27338120
