sample,time(ns)
0,1003185
1,991344
2,980744
3,988515
4,988934
5,991494
6,987154
7,987424
8,984494
9,986475
10,983724
11,990174
12,1002595
13,987295
14,1012655
15,1017244
16,992554
17,990164
18,992234
19,986334
20,988564
21,1013374
22,994774
23,991434
24,992905
25,985875
26,987215
27,1015045
28,1000234
29,986134
