sample,time(ns)
0,1620
1,790
2,1060
3,84551
4,21680
5,12771
6,34890
7,940
8,710
9,15881
10,1870
11,990
12,760
13,900
14,1220
15,450
16,550
17,63091
18,14530
19,810
20,890
21,15090
22,890
23,570
24,910
25,41221
26,13081
27,1030
28,19150
29,12260
