sample,time(ns)
0,5740
1,5960
2,4600
3,4180
4,5950
5,4450
6,4090
7,4410
8,3990
9,3890
10,4020
11,3910
12,6110
13,4151
14,3830
15,3861
16,3830
17,3970
18,6340
19,4130
20,4900
21,4210
22,4070
23,4240
24,4420
25,4370
26,5080
27,5490
28,4140
29,4710
