sample,time(ns)
0,5710
1,4170
2,3780
3,3460
4,3330
5,4550
6,5000
7,3800
8,3390
9,3060
10,3370
11,3200
12,3160
13,3500
14,3440
15,3110
16,3110
17,3020
18,3420
19,3370
20,3380
21,3041
22,2990
23,3080
24,3140
25,3241
26,3170
27,3090
28,3130
29,3200
