sample,time(ns)
0,490
1,270
2,260
3,290
4,300
5,400
6,300
7,290
8,270
9,310
10,260
11,270
12,260
13,260
14,280
15,290
16,280
17,430
18,270
19,260
20,250
21,310
22,260
23,350
24,290
25,270
26,310
27,270
28,250
29,350
