sample,time(ns)
0,672280
1,659009
2,661709
3,667960
4,662840
5,651480
6,655499
7,666300
8,655889
9,669959
10,660399
11,656429
12,666400
13,690330
14,653559
15,660570
16,652979
17,650449
18,652889
19,654809
20,645239
21,654069
22,649680
23,653340
24,644689
25,649489
26,655389
27,653239
28,650109
29,644920
