sample,time(ns)
0,913604
1,907174
2,907534
3,908334
4,921664
5,908043
6,904563
7,940364
8,904933
9,908473
10,904273
11,904163
12,923264
13,904874
14,904523
15,904193
16,944684
17,918503
18,905233
19,903993
20,906244
21,904043
22,904934
23,906174
24,904204
25,904563
26,925504
27,906653
28,907854
29,904304
