sample,time(ns)
0,3324979
1,4356154
2,5469540
3,3351719
4,5217336
5,4127049
6,5013373
7,3830996
8,4533326
9,3249757
10,4700078
11,3297279
12,4931492
13,4221582
14,2932653
15,5288387
16,4192771
17,5129464
18,2863433
19,5115085
20,2779201
21,3257767
22,2944884
23,4742528
24,4919661
25,5029254
26,3480300
27,4052279
28,2596058
29,5125485
