sample,time(ns)
0,3311
1,3370
2,3560
3,3040
4,3000
5,2860
6,3120
7,2890
8,2870
9,3030
10,3660
11,3050
12,3640
13,2920
14,3580
15,3750
16,3020
17,3650
18,2970
19,3580
20,3050
21,2970
22,3560
23,3510
24,3580
25,2990
26,3320
27,3660
28,2830
29,3570
