sample,time(ns)
0,420005
1,423675
2,375174
3,397084
4,419425
5,420665
6,408035
7,423945
8,411805
9,406635
10,411925
11,423245
12,404845
13,413635
14,409995
15,416655
16,422586
17,418216
18,436426
19,422966
20,405075
21,401805
22,417085
23,407035
24,407625
25,406845
26,410685
27,424206
28,400515
29,416585
