sample,time(ns)
0,3520
1,2410
2,2130
3,2590
4,3300
5,3150
6,1990
7,1690
8,1680
9,1500
10,1620
11,2380
12,1790
13,1740
14,1880
15,1630
16,1980
17,1660
18,2130
19,1750
20,2050
21,3250
22,1850
23,1740
24,1730
25,1710
26,1760
27,1600
28,2020
29,1590
