sample,time(ns)
0,1170
1,910
2,1010
3,980
4,1000
5,860
6,990
7,870
8,1020
9,1060
10,970
11,1010
12,960
13,940
14,790
15,880
16,1050
17,1000
18,940
19,1010
20,1060
21,1000
22,1040
23,1020
24,750
25,1070
26,1110
27,940
28,1000
29,1030
