sample,time(ns)
0,1991948
1,960115
2,1115466
3,923823
4,1390340
5,1235927
6,904574
7,1147347
8,1239397
9,1067045
10,1292658
11,1249379
12,1244258
13,1554852
14,1255318
15,1039365
16,920544
17,1323149
18,1583193
19,922133
20,945914
21,1936998
22,1200907
23,1606343
24,1171587
25,1317008
26,1797396
27,1178107
28,1697145
29,1156027
