sample,time(ns)
0,158523
1,149102
2,93812
3,149662
4,151202
5,149412
6,97551
7,97871
8,99022
9,152462
10,155583
11,99091
12,151622
13,97331
14,148862
15,95631
16,98851
17,97912
18,98521
19,154803
20,148112
21,149712
22,155652
23,153892
24,98931
25,97961
26,153372
27,153902
28,102312
29,153352
