sample,time(ns)
0,1326816
1,957102
2,942542
3,924131
4,918741
5,928311
6,924382
7,935981
8,980963
9,976222
10,967102
11,898611
12,886842
13,898071
14,891021
15,888071
16,885821
17,903491
18,881271
19,887091
20,908141
21,888961
22,883320
23,884772
24,886561
25,888281
26,897491
27,878851
28,882041
29,890712
