sample,time(ns)
0,1800
1,820
2,760
3,820
4,1090
5,1120
6,910
7,780
8,1120
9,830
10,1640
11,1260
12,5610
13,830
14,790
15,930
16,3630
17,1180
18,1030
19,1010
20,840
21,870
22,760
23,880
24,860
25,830
26,870
27,850
28,980
29,850
