sample,time(ns)
0,6580717216
1,6618557550
2,6672614544
3,6636792387
4,6639598782
5,6160743348
6,6671519716
7,6640382587
8,6818003104
9,6701806222
10,6595081136
11,6657792273
12,5156998607
13,6870752121
14,6639447228
15,6592794419
16,6791932652
17,6615509212
18,6635154648
19,6632464265
20,6744899933
21,6811406826
22,6615520630
23,6649791524
24,6664889796
25,6160333722
26,6802755421
27,6709505246
28,6698587687
29,6666592648
