sample,time(ns)
0,470
1,170
2,170
3,160
4,200
5,160
6,340
7,320
8,260
9,170
10,160
11,220
12,150
13,170
14,150
15,160
16,280
17,170
18,180
19,160
20,150
21,280
22,180
23,180
24,250
25,280
26,190
27,160
28,150
29,150
