sample,time(ns)
0,115182
1,62050
2,342974
3,494266
4,2191577
5,1456348
6,1350437
7,234353
8,4360
9,893371
10,67751
11,197762
12,758479
13,1517249
14,1362628
15,1389227
16,1880353
17,1071333
18,335304
19,86791
20,333304
21,907981
22,971262
23,2010324
24,375295
25,199053
26,2569232
27,467326
28,1040813
29,499736
