sample,time(ns)
0,14595558
1,8404411
2,6950678
3,7378336
4,7139162
5,7027179
6,6366640
7,6578694
8,5902082
9,5583347
10,5933203
11,4926757
12,5537637
13,5792790
14,5060689
15,5731161
16,5411055
17,4738763
18,4764064
19,5040120
20,5088960
21,5098800
22,5018857
23,4795125
24,4701454
25,4744445
26,5108540
27,5052468
28,4749244
29,5080860
