sample,time(ns)
0,4531645
1,2731100
2,2856071
3,2960843
4,3138536
5,2911152
6,2807090
7,2727279
8,2769780
9,2911202
10,2752651
11,2780720
12,4318803
13,2785850
14,2799450
15,2764260
16,2769230
17,2848321
18,5677953
19,2747939
20,2771340
21,2923002
22,2724270
23,2813310
24,4310392
25,2805940
26,2804681
27,2805692
28,2835261
29,2809701
