sample,time(ns)
0,9890
1,5940
2,5000
3,5190
4,4181
5,5510
6,4710
7,5040
8,4630
9,6820
10,4960
11,4280
12,5020
13,4200
14,4240
15,7240
16,6911
17,5530
18,6290
19,5500
20,8040
21,5360
22,5080
23,5170
24,7540
25,7150
26,5410
27,4870
28,6110
29,4690
