sample,time(ns)
0,630
1,330
2,340
3,310
4,290
5,400
6,300
7,1950
8,390
9,300
10,380
11,340
12,320
13,320
14,330
15,300
16,290
17,350
18,321
19,340
20,340
21,300
22,320
23,320
24,340
25,330
26,280
27,360
28,360
29,310
