sample,time(ns)
0,308304
1,300734
2,305554
3,308524
4,302924
5,304384
6,304954
7,355565
8,307034
9,300264
10,306824
11,309504
12,303285
13,301374
14,305384
15,299775
16,300964
17,303934
18,303284
19,302195
20,300684
21,301474
22,315174
23,303084
24,303784
25,301674
26,301575
27,304204
28,305334
29,304464
