sample,time(ns)
0,1300
1,970
2,1200
3,860
4,1050
5,1210
6,810
7,1060
8,1150
9,850
10,850
11,890
12,950
13,1180
14,1390
15,1130
16,820
17,920
18,1130
19,1070
20,1200
21,930
22,960
23,1160
24,940
25,770
26,1320
27,870
28,1030
29,1070
