sample,time(ns)
0,465447
1,457747
2,454856
3,459377
4,464676
5,463177
6,460877
7,456066
8,454777
9,460437
10,457696
11,457407
12,465787
13,460147
14,457686
15,457437
16,457376
17,457507
18,457246
19,457556
20,457867
21,460697
22,460266
23,460636
24,461327
25,458697
26,459457
27,458126
28,457367
29,457807
