sample,time(ns)
0,290285
1,291534
2,290494
3,290224
4,290255
5,295624
6,291614
7,292394
8,289695
9,293724
10,289914
11,294614
12,291984
13,291574
14,296384
15,290144
16,291914
17,289775
18,296464
19,292425
20,292564
21,296234
22,291225
23,291574
24,290644
25,289384
26,290145
27,295464
28,290974
29,294974
