sample,time(ns)
0,1102233
1,1117383
2,1093674
3,1090423
4,1092644
5,1093103
6,1091584
7,1090443
8,1094013
9,1093784
10,1090863
11,1095473
12,1088733
13,1093314
14,1091953
15,1090423
16,1126284
17,1121694
18,1096534
19,1090743
20,1091254
21,1100153
22,1101693
23,1090163
24,1092293
25,1093803
26,1092843
27,1090324
28,1170744
29,1093634
