sample,time(ns)
0,5860
1,5660
2,5110
3,4970
4,6060
5,4840
6,5080
7,4750
8,5370
9,5770
10,4890
11,5511
12,5580
13,4560
14,5340
15,4950
16,5330
17,5520
18,5021
19,5690
20,4640
21,3870
22,6170
23,5430
24,4290
25,4050
26,4650
27,5550
28,5810
29,4880
