sample,time(ns)
0,295354
1,183993
2,182413
3,179933
4,311774
5,183152
6,177272
7,192043
8,170982
9,180002
10,291814
11,183823
12,284644
13,175053
14,294254
15,181542
16,284884
17,176592
18,181453
19,177742
20,288304
21,287154
22,180153
23,178123
24,184883
25,298314
26,179573
27,291004
28,297284
29,179613
