sample,time(ns)
0,814381
1,812861
2,813571
3,813351
4,812001
5,808491
6,813071
7,812901
8,819361
9,813801
10,810231
11,815091
12,839892
13,815251
14,811551
15,823031
16,821441
17,817261
18,809371
19,816681
20,817901
21,818321
22,828181
23,813201
24,837361
25,811381
26,814631
27,814661
28,812251
29,810401
