sample,time(ns)
0,1059660511
1,1058584448
2,1057388673
3,1059536083
4,1057939743
5,1057959744
6,1060818964
7,1055718297
8,1060072355
9,1062125533
10,1060998159
11,1061984414
12,1059756176
13,1063315325
14,1063534088
15,1061985359
16,1061038476
17,1059942674
18,1060458042
19,1062652912
20,1063016367
21,1062814056
22,1062003626
23,1061190647
24,1060844854
25,1059035471
26,1062052652
27,1062472199
28,1062731873
29,1061097553
