sample,time(ns)
0,260
1,160
2,170
3,160
4,150
5,150
6,150
7,170
8,150
9,160
10,160
11,170
12,170
13,160
14,160
15,170
16,320
17,150
18,370
19,150
20,170
21,200
22,190
23,450
24,180
25,200
26,340
27,330
28,170
29,190
