sample,time(ns)
0,572898
1,591639
2,496098
3,516547
4,521477
5,592489
6,586198
7,531638
8,548898
9,509468
10,548548
11,527928
12,557048
13,521968
14,575229
15,551787
16,541958
17,527277
18,602579
19,517447
20,538358
21,542468
22,577088
23,593408
24,548028
25,591478
26,529628
27,596358
28,555928
29,598998
