sample,time(ns)
0,236723
1,214463
2,210384
3,213353
4,210413
5,210113
6,211513
7,210913
8,208083
9,207103
10,206483
11,206533
12,207013
13,207043
14,206563
15,207783
16,207023
17,206933
18,206933
19,206633
20,206713
21,206333
22,206673
23,206673
24,206873
25,207113
26,207223
27,207253
28,206433
29,207203
