sample,time(ns)
0,890
1,790
2,740
3,740
4,890
5,790
6,790
7,740
8,780
9,700
10,1150
11,800
12,690
13,830
14,740
15,710
16,820
17,980
18,820
19,830
20,710
21,760
22,700
23,720
24,690
25,740
26,780
27,821
28,680
29,771
