sample,time(ns)
0,76055984
1,76086943
2,76005803
3,77032637
4,76386538
5,76245336
6,75920891
7,76367698
8,75850990
9,75739599
10,76289618
11,76084934
12,76029092
13,75513126
14,75875900
15,78599451
16,75923971
17,75121240
18,76920866
19,75938452
20,75543565
21,76070284
22,75985872
23,76890606
24,77275011
25,76179435
26,76023523
27,75635977
28,75267012
29,76021963
