sample,time(ns)
0,616260100
1,615005413
2,614655819
3,616999210
4,615141391
5,617246104
6,616556279
7,616264437
8,616389149
9,617276823
10,615128149
11,615876098
12,616243065
13,615787681
14,615055355
15,615856925
16,616654056
17,615916579
18,615121211
19,616954074
20,615214887
21,616603333
22,614389650
23,615128289
24,615522547
25,616248737
26,615577560
27,615189478
28,617038800
29,615966779
