sample,time(ns)
0,950
1,200
2,240
3,220
4,330
5,230
6,200
7,1160
8,200
9,240
10,240
11,260
12,230
13,210
14,200
15,210
16,190
17,230
18,230
19,240
20,200
21,250
22,220
23,200
24,200
25,200
26,200
27,340
28,240
29,220
