sample,time(ns)
0,1071707
1,1061017
2,1057447
3,1063867
4,1058647
5,1064276
6,1069437
7,1056007
8,1067457
9,1061207
10,1058977
11,1063247
12,1066526
13,1042286
14,1065857
15,1062107
16,1051866
17,1062226
18,1062796
19,1054457
20,1066687
21,1059667
22,1052887
23,1069957
24,1066436
25,1062497
26,1066877
27,1068556
28,1059696
29,1059216
