sample,time(ns)
0,750
1,280
2,380
3,310
4,260
5,290
6,250
7,280
8,290
9,280
10,500
11,290
12,310
13,350
14,1570
15,360
16,390
17,310
18,300
19,270
20,320
21,270
22,320
23,13051
24,2740
25,400
26,250
27,220
28,250
29,200
