sample,time(ns)
0,327415
1,330775
2,330936
3,329125
4,328945
5,329125
6,329035
7,328945
8,330856
9,330776
10,329015
11,330555
12,328915
13,330435
14,327265
15,330765
16,330735
17,330765
18,329945
19,328905
20,329215
21,328936
22,328935
23,330725
24,330705
25,329065
26,329155
27,328945
28,327465
29,328935
