sample,time(ns)
0,640
1,240
2,180
3,160
4,170
5,220
6,170
7,170
8,160
9,160
10,290
11,240
12,150
13,160
14,180
15,160
16,180
17,160
18,170
19,160
20,160
21,180
22,150
23,150
24,160
25,160
26,160
27,180
28,150
29,260
