sample,time(ns)
0,975974
1,966024
2,969825
3,970485
4,972344
5,976985
6,965065
7,970364
8,972384
9,973335
10,966525
11,967964
12,976594
13,994565
14,974415
15,964715
16,967244
17,969564
18,977235
19,967164
20,970874
21,966494
22,969825
23,972235
24,970724
25,969444
26,970144
27,970375
28,969424
29,964285
