sample,time(ns)
0,506611565
1,509997174
2,506789666
3,505950734
4,509536216
5,505963164
6,505836031
7,510332409
8,506326958
9,504717054
10,509480404
11,509343751
12,506807473
13,509988472
14,504454198
15,504724581
16,510754732
17,505375731
18,504192644
19,508674360
20,504785442
21,503622983
22,508915013
23,506066300
24,504643808
25,510060629
26,505644293
27,505113455
28,509174875
29,507562092
