sample,time(ns)
0,4170742
1,4379745
2,4377545
3,4562856
4,4361115
5,4251842
6,4079251
7,4228102
8,4074551
9,4282773
10,4414135
11,4280624
12,3972659
13,4259892
14,4535806
15,4258093
16,4329043
17,4064760
18,4207602
19,4361134
20,4250263
21,4505026
22,4197722
23,4162313
24,4407905
25,4539897
26,4318305
27,4360345
28,4061271
29,3997159
