sample,time(ns)
0,957523
1,951303
2,957163
3,960523
4,954273
5,952193
6,955743
7,952803
8,948263
9,1030034
10,947973
11,951683
12,955163
13,952693
14,949793
15,952933
16,955313
17,955463
18,954793
19,955272
20,953582
21,960183
22,951553
23,978834
24,956033
25,980553
26,954553
27,950213
28,950283
29,949973
