sample,time(ns)
0,9569911408
1,1124278547
2,2728098860
3,5815155235
4,709072051
5,1826353184
6,6850913552
7,1754547923
8,916403822
9,308288022
10,5676173131
11,2166949301
12,1650845125
13,10900611802
14,1315226303
15,7828322843
