sample,time(ns)
0,1610
1,5400
2,810
3,1000
4,850
5,870
6,870
7,1040
8,870
9,760
10,940
11,870
12,750
13,920
14,790
15,880
16,830
17,840
18,760
19,890
20,730
21,760
22,1000
23,810
24,920
25,1130
26,840
27,800
28,790
29,730
